GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
20083804043156,083804043152,COOKS BRUT CHAMPAGNE,08380404315,083804043152,COOKS BRUT 1.5L
00085725140019,085725140019,ORVAL TRAPPIST ALE BEER 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,8572524001,085725140019,ORVAL TRAPPIST ALE 12/11.2OZ
30085000022925,085000022924,DARKHORSE SAUVIGNON BLANC 12/750ML BOTTLE,11111111111,085000022924,DARK HORSE SAUV BLANC 750
00082000004721,082000004721,SMIRNOFF VODKA 80 PRF 50 ML,82000772071,082000004721,SMIRNOFF VODKA 80
00083804043152,083804043152,COOK'S BRUT CALIFORNIA CHAMPAGNE 1.5L,08380404315,083804043152,COOKS BRUT 1.5L
00085000019733,085000019733,APOTHIC WHT CAL WHT BLND/MRTG 750 ML,8500001973,085000019733,APOTHIC WHITE .750
00082184226018,082184226018,JACK DANIELS COUNTRY COCKTAIL DOWNHOME PUNCH 4/6/10OZ BOTTLES,8218405436,082184226018,JDCC WATERMELON PNCH 4/6/10OZ NR
00071990281519,071990281519,KEYSTONE ICE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,7199070022,071990281519,ADJUSTMENT
00085000016602,085000016602,STARBOROUGH SAV NEW ZEALAND 750 ML,11111111111,085000016602,STARBOROUGH SAUV BLANC 750
10081308003518,081308003511,AVA GRACE CHARDONNAY 750ML BOTTLE,81308003511,081308003511,AVA GRACE CHARDONNAY
00083120103691,083120103691,FRANZIA BOX BLUSH 5 LTR+,08312010369,083120103691,FRANZIA SUNSET BLUSH HF BNB 5L
00856845002194,856845002194,CATAWBA VALLEY BREWING CO. ASTRAL BOOTIE BEER CAN 12 OZ,11111111111,856845002194,CATAWBA EVENING JOE COFFEE BLONDE ALE 4/6/12Z CN
00082242016063,082242016063,BOTA BOX NIGHTHAWK BLACK BOURBON CABERNET 3/3L,08224201606,082242016063,BOTA BOX CAB NGTHK BLK BBN BRL
00085000045466,085000045466,BAREFOOT MERLOT 6/4/187ML PET,8500004546,085000045466,BAREFOOT MERLOT 6/4/.187
30085000027500,085000027509,BURLWOOD USA SPARKLING BRUT 750ML BOTTLE,8500002750,085000027509,W BW BRUT 750ML
00853340008553,853340008553,WICKED WEED BREWING APPALACHIA 6PK CARRIER,11111111111,853340008553,WICKED WEED APPALACHIA SESSION IPA 6PK CAN
00089819038428,089819038428,BERINGER MAIN & VINE WHITE ZINFANDEL 6/1.5L,8981903842,089819038428,BERINGER CALI WHITE ZIN 1.50
00089744766366,089744766366,BOLLA DELLE VENEZIE IGT PINOT GRIGIO 6/1.5L BOTTLE,8051665052,089744766366,BOLLA PINOT GRIGIO 6CS
00082000762003,082000762003,SMIRNOFF ICE PEACH BELLINI MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,11111111111,082000762003,SMIRNOFF HURRICANE PUNCH 4/6/11.2 BTL
00082000762126,082000762126,SMIRNOFF ICE SCREWDRIVER MALT BEVERAGE 1 CT 24 OZ LONG NECK BOTTLE 24 OZ,11111111111,082000762126,SMIRNOFF SCREWDRIVER 12/24 BTL
00078250003348,078250003348,STEEL RESERVE 211 HIGH GRAVITY LAGER BEER 1 CT 40 OZ GLASS BOTTLE 40 OZ,7825000334,078250003348,STEEL RESERVE 12/42OZ LN
00081584013105,081584013105,KENDALL JACKSON VINTNERS RESERVE CHARDONNAY 12/750ML,8158401310,081584013105,KJ CHARDONNAY VR .750
00085725108149,085725108149,LINDEMANS FRAMBOISE RASPBERRY LAMBIC BEER 1 CT 25 OZ GLASS BOTTLE 25.4 OZ,8572520814,085725108149,LINDEMANS FRAMBOISE 12/750
00089819542543,089819542543,BERINGER MAIN & VINE MOSCATO PINK 750ML,8981954254,089819542543,BERINGER CALI PINK MOSCATO .750
20085000022959,085000022955,BAREFOOT CELLARS PINOT GRIGIO 6/3.0L BOX,8500002295,085000022955,BAREFOOT PINOT GRIGIO 6/3.0L BX
00681131329149,681131329149,LUCKY DUCK CHARDONNAY WHITE WINE - 750ML AUSTRALIA,68113132914,681131329149,LUCKY DUCK CHARD 750ML
30085000027135,085000027134,DARK HORSE ROSE 12/375ML CAN,8500002713,085000027134,W DARKHORSE ROSE CAN 375ML
00085000026472,085000026472,BAREFOOT CAL ROSE 1.5 LTR,8500002268,085000026472,W BAREFOOT ROSE 1.5L
00085725116045,085725116045,SAMUEL SMITH ORGANIC RASPBERRY ALE BEER 1 CT 19 OZ GLASS BOTTLE 18.7 OZ,8572511604,085725116045,SAM SMITH ORGANIC RASPBERRY 12/18.7
00089819760091,089819760091,BERINGER MAIN & VINE PINOT GRIGIO 15/750ML,8981976009,089819760091,BER CA PINOT GRIGIO (12 PK)
00071990480493,071990480493,KEYSTONE LIGHT KEYLIGHTFUL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990480493,KEYSTONE KEYLIGHTFUL 2/12 12 OZ CN
30085000024707,085000024706,FLEUR DE MER COTES DU PROVENCE ROSE 750ML BOTTLE,8500002470,085000024706,W FLEURDEMER ROSE 750ML
00034100001735,034100001735,HAMMS BEER 1 CT 16 OZ CAN 16 OZ,3410000173,034100001735,HAMMS 4/6/16 CN
10086003000503,086003000506,WOODBRIDGE MERLOT 6/1.5L BOTTLE,8600300050,086003000506,WOODBRIDGE MERLOT 1.50
00082000000051,082000000051,SMIRNOFF NO. 21 VODKA LGBT LOVEWINS SPECIAL EDITION 1L 80PF,8200000051,082000000051,SMIRNOFF VODKA 80 BAR
00071990095154,071990095154,BLUE MOON BELGIAN WHITE ALE BEER 1 CT 1984 OZ KEG 1984 OZ,7199009515,071990095154,BLUE MOON 1/2 BBL
00083804074712,083804074712,COOK'S BRUT 4PK 187 ML,08380407471,083804074712,COOKS BRUT 6/4PK 187ML
00085000022313,085000022313,NEW AMSTDM PNAL OTHER FL VODK 750 ML,8500002231,085000022313,W AMSTERDAM VODKA PINAPL 750ML
00071990095369,071990095369,BLUE MOON SEASONAL COLLECTION BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,7199009536,00071990095369,BM ICED COFFEE 2/12 NR
00085000014431,085000014431,BAREFOOT PINOT GRIGIO 6/1.5L,8500001443,085000014431,BAREFOOT PINOT GRIGIO 1.50
00085000628027,085000628027,BARTLES & JAMES GINGER LEMON 4/6/355ML CAN,8500062802,085000628027,B&J CAN GINGRLEMON 355ML
00085000020283,085000020289,BAREFOOT RED MOSCATO 6/1.5L,8500002028,085000020289,BAREFOOT RED MOSCATO 1.50
00085000018132,085000018132,BAREFOOT RIESLING 6/1.5L,8500001813,085000018132,W BAREFOOT RIESLING 1.5L
00080660957760,080660957760,MODELO ESPECIAL BEER 24 CT 12 OZ GLASS BOTTLE IN BOX 288 OZ,8066095776,080660957760,MODELO ESP 24PK 12 OZNR
00071990170288,071990170288,COORS BEER 6 CT 12 OZ SHRTNCK BTTL IN CRTN 72 OZ,7199017028,00071990170288,COORS 4/6 STUBBY
10089819006523,089819006526,BERINGER MAIN & VINE WHITE ZINFANDEL 12/750ML BOTTLE,8981900652,089819006526,BERINGER CALI WHITE ZIN .750
30085000017747,085000017746,APOTHIC RED BLEND 750ML BOTTLE,8500001774,085000017746,APOTHIC RED .750
00859481003402,859481003402,TAPIZ ALTA COLLECTION MALBEC,3621119446,859481003402,TAPIZ ALTA MALBEC 2015
00082100738465,082100738465,BLACK BOX MALBEC 6/3L,08210073846,082100738465,BLACK BOX MALBEC 6PK 3L
00083120001096,083120001096,CUL-DE-SAC CAL CABERNET SAUV 750 ML,83120001096,083120001096,CUL DE SAC CABERNET
00630279297414,630279297414,VICTORY CHARLOTTE BREWD SUNNY MONKEY BELIGAN STYLE SOUR ALE BEER 4 CT 16 OZ CAN 64 OZ,11111111111,630279297414,VICTORY CLT BREWD SUNNY MONKEY SOUR 6/4 16OZ CANS
00723830000209,723830000209,LAGUNITAS A LITTLE SUMPIN SUMPIN ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,723830000209,LAGUNITAS LIL SUMPIN SUMPIN 4/6/12 BTL
00811538014373,811538014373,OLD CAMP PCH PCN 70 PRF 750 ML,81153801473,811538014373,OLD CAMP SPICY PCN PCH WHISKEY
00071990000158,071990000158,COORS SELTZER WITH A MISSION HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990000158,COORS SELTZER VARIETY 2/12 12 OZ CN
00739958014509,739958014509,COPPOLA DIAMOND COLLECTION PINOT NOIR 12/750 ML,73995801450,739958014509,COPPOLA P NOIR DIAMOND +14 750
00088004026646,088004026646,SOUTHERN COMFORT WHISKEY 80PF 12/1L BOTTLE,88004026646,088004026646,SOUTHERN COMFORT 80
00034100008703,034100008703,STEEL RESERVE 211 ALLOY SERIES SPIKED STRAWBERRY BURST MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,11111111111,034100008703,STEEL RES SP STRW BURST 16OZ 6/4 CAN
00088586009242,088586009242,BORNE OF FIRE CABERNET SAUVIGNON 750ML BOTTLE,08858600924,088586009242,BORNE OF FIRE CAB COLUMBIA VLY
00859889006302,859889006302,QUILT RED BLEND FABRIC OF THE LAND 12/750ML BOTTLE,11111111111,859889006302,QUILT RED BLEND
00084704091472,084704091472,KORBEL SPARKLING CALIFORNIA EXTRA DRY CHAMPAGNE 12/750ML,08470409147,084704091472,KORBEL X DRY 15PK 750ML
00081434000033,081434000033,BLACK BOX CABERNET SAUVIGNON 6/3L,81434000033,081434000033,BLACKBOX CAB SAUV BOX
00085000026809,085000026809,LIBERTY CR P MS ROSE 500 ML,08500002680,085000026809,LIBERTY CREEK PINK MOSCATO
00087692008217,087692008217,ANGRY ORCHARD WRAP 12X12OZ ANGRY ORCHARD EXPLORER PACK VP,11111111111,087692008217,ANGRY ORCHARD VARIETY 2/12/12 CAN
00088586621840,088586621840,CHATEAU STE MICHELLE RIESLING VINTAGE SELECT COLUMBIA VALLEY 12/750ML,08858662184,088586621840,CSM JO RIES TRAY PK 750ML
00088586004490,088586004490,14 HANDS WHITE HOT TO TROT 750ML BOTTLE,08858600449,088586004490,14 HANDS HOT TO TROT WHITE 750
00087872633369,087872633369,STELLA ROSA BLACK RED BLEND 12/750ML,08787263336,087872633369,STELLA ROSA BLACK IL CONTE TRY
00796363004228,796363004228,AVERY THE MAHARAJA IMPERIAL INDIA PALE ALE BEER 6 CT 12 OZ CAN 72 OZ,11111111111,796363004228,AVERY MAHARAJA IMP IPA 4/6 12OZ CANS
00858604005484,858604005484,EASTCIDERS LIMITED RELEASE CIDER 12OZ CANS,11111111111,858604005484,AUSTIN ECIDERS CRANBERRY 4/6/12 CAN
00085000025284,085000025284,DARK HORSE  CAL PN GRIS/GRGIO 750 ML,11111111111,085000025284,DARK HORSE PINOT GRIGIO 750
00086003051843,086003051843,R MNDVI CAB SAV CABERNET SAUV 750 ML,86003001039,086003051843,RMW NAPA CAB SAUV
00087692001294,087692001294,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS REBEL IPA,11111111111,087692001294,REBEL IPA 2/12/12 BTL
00088004144678,088004144678,FIREBALL CANADIAN CINNAMON FLAVORED WHISKEY 12/1L BOTTLE,88004144678,088004144678,FIREBALL CINN WSKY
00071990300302,071990300302,COORS LIGHT BEER 30 CT 12 OZ CAN IN BOX 360 OZ,07199030030,071990300302,COORS LT 30/12 OZ CAN
00089924334811,089924334811,YUENGLING GOLDEN PILSNER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,089924334811,YUENGLING GOLDEN PILSNER 12PK CAN
00071250000140,071250000140,COLT 45 MALT LIQUOR BEER 6 CT 16 OZ CAN 96 OZ,11111111111,071250000140,COLT 45 4/6/16 OZ CN
00085000028728,085000028728,DARK HORSE CAN PINOT NOIR 375 ML,08500002872,085000028728,DARK HORSE PINOT NOIR
10081308003914,081308003917,AVA GRACE RED BLEND 750ML BOTTLE,81308003917,081308003917,AVA GRACE RED BLEND
10088586009324,088586009327,CHATEAU STE MICHELLE  ROSE COLUMBIA VALLEY 750ML BOTTLE,08858600932,088586009327,CSM ROSE DRY 750ML
00087692003786,087692003786,TWISTED TEA WRAP 12X12OZ CAN TWISTED TEA VARIETY PACK VP,11111111111,087692003786,TWISTED TEA VARIETY 2/12/12 CAN
00085000016602,085000016602,STARBOROUGH SAV NEW ZEALAND 750 ML,85000016602,085000016602,W STARBOROUGH SAV BLC 750ML
00071990480455,071990480455,KEYSTONE LIGHT BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,071990480455,KEYSTONE LT 2/15/12 CAN
00088415784050,088415784050,SIMI SONOMA COUNTY CHARDONNAY 750ML,88415784050,088415784050,SIMI COUNTY CHARD 19
00086003251052,086003251052,MEIOMI SN/MN/SB ROSE 750 ML,08600325105,086003251052,MEIOMI MONT S BARB SON ROSE 75
00082100179234,082100179237,ARBOR MIST BLACKBERRY MERLOT 12/750ML,08210017923,082100179237,ARBOR MIST BLCKB MERLOT 750ML
00860000848527,860000848527,KEG CREEK BREWING COMPANY MAS MEXICAN STYLE LAGER 6X12-72OZ-CAN,11111111111,860000848527,KEG CREEK MAS MEXICAN STYLE LAGER 4/6 12 OZ CN
00754527010874,754527010874,NEW BELGIUM THE PURIST CLEAN LAGER BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,754527010874,NB PURIST 4/6/12 CN
00188985000137,188985000137,JOEL GOTT 815 CALIFORNIA SPECIAL SELECT CABERNET SAUVIGNON 12/750ML,18898500013,188985000137,JOEL GOTT CAB 815 TRAY PK 750M
00082184226032,082184226032,JACK DANIEL'S COUNTRY COCKTAILS WATERMELON PUNCH 4/6/10OZ BOTTLES,82184326039,082184226032,JACK DANIELS WATERMELON 4/6/10OZ BTL
00086003091931,086003091931,R MNDVI PS CAL PINOT NOIR 750 ML,08600309193,086003091931,MOND P NOIR PVT SEL NL 750ML
30085000029030,085000029039,DARK HORSE SPARKLING BRUT BUBBLES 12/375ML CAN,11111111111,085000029039,DARK HORSE BRUT BUBBLES 12/375 CAN
00865431000100,865431000100,BIG TIMBER BREWING COMPANY PORTER - (4) 16OZ CANS,11111111111,865431000100,BIG TIMBER PORTER 6/4/16 CAN
00038075202302,038075202302,VERDI SPUMANTE MALT BEVERAGE 12/750ML,03807520230,038075202302,VERDI SPUMANTE 750ML
00857641002890,857641002890,BUZZBALLZ CHILLERS CHOCOCHILLER 187ML,85764100289,857641002890,BUZZBALLZ CHOCO CHILLER
00088110150563,088110150563,HENNESSY COGNAC VS 80PF 12/1.0L BOTTLE,88110150563,088110150563,HENNESSY VS COGNAC
00072311630092,072311630092,MOOSEHEAD BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,072311630092,MOOSEHEAD 4/6/12 BTL
00085200118830,085200118830,STTR HM PNK MSC ROSE 187 ML,08520011883,085200118830,SUTTER HM PINK MOSCATO
00010465208903,010465208903,PHELPS CABERNET SAUVIGNON 16 6/750ML BOTTLE,01046520890,010465208903,PHELPS CAB 6PK +14 750ML
00016571954369,016571954369,SPARKLING ICE FRUIT PUNCH WATER 12/17OZ PET,11111111111,016571954369,SPARKLING FRUIT PUNCH 12/17OZ BTL
00731760303352,731760303352,HEAVY SEAS LOOSE CANNON 4/6/12OZ CAN,11111111111,731760303352,HEAVY SEAS LOOSE CANNON 4/6 12OZ CANS
00078250006080,078250006080,STEEL RESERVE 211 ALLOY SERIES SPIKED PUNCH MALT BEVERAGE 4 CT 16 OZ CAN 64 OZ,11111111111,078250006080,STEEL RES SPIKED PUNCH 16OZ 6/4 CAN
00855721004475,855721004475,DR. ROBOT 12OZ CAN,11111111111,855721004475,MONDAY NIGHT DR. ROBOT 24/12 CAN 4/6
00085000029039,085000029039,DARK HRSE BR CN SPARKLING OTH 375 ML,11111111111,085000029039,DARK HORSE BRUT BUBBLES 12/375 CAN
00857280008512,857280008512,FLYING EMBERS GRAPEFRUIT KOMBUCHA 12OZ 4PK,11111111111,857280008512,FLYING EMBERS GRPFRT HARD KOMBUCHA 6/4 12OZ CANS
00022100004177,022100004177,PABST BLUE RIBBON EASY BEER 6 CT 16 OZ CAN 96 OZ,11111111111,022100004177,PABST EXTRA 4/6/16 CN
00083837010008,083837010008,HONIG NAPA VALLEY SAUVIGNON BLANC 2019 12/750ML BOTTLE,11111111111,083837010008,HONIG SB
00070897183315,070897183315,FOSTERS SPECIAL BITTER ALE BEER 1 CT 25 OZ CAN 25.4 OZ,07089718331,070897183315,FOSTERS PREMIUM 1/12/25.4 CN
00034100013400,034100013400,MILLER HIGH LIFE BEER 18 CT 12 OZ CAN IN BOX 216 OZ,11111111111,034100013400,HIGHLIFE 18 PK CAN
00080660953151,080660953151,PACIFICO CLARA BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,080660953151,PACIFICO 2/12PK LN
00081128002145,081128002145,SLANE IRISH WSKY TRIPLE CASKED 80 6/750ML BOTTLE,81128002145,081128002145,SLANE IRISH WHISKEY
00080686001706,080686001706,JBM 4YR 200X48 40% CN,80686001706,080686001706,J BEAM BRBN
00085000025048,085000025048,C ROSSI SWT RED TABLE OTHER 750 ML,08500025049,085000025048,CARLO ROSSI SMOOTH RED 12/.75LT
00071990000158,071990000158,COORS SELTZER WITH A MISSION HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990000158,COORS SELTZER 2/12/12Z CN
00085000020302,085000020302,DARK HORSE CAL CABERNET SAUV 750 ML,11111111111,085000020302,DARK HORSE CAB SAUV 750
00083085420215,083085420215,RUFFINO DUCALE PINOT GRIGIO 750ML BOTTLE,08308542021,083085420215,RUFFINO P GRIGIO IL DUCALE 750
00080660957104,080660957104,MODELO ESPECIAL BEER 24 CT 12 OZ CAN IN BOX 288 OZ,80660957104,080660957104,MODELO 24PK 12 OZ CAN
00080686831020,080686831020,SZA TEQ GOLD 1000X12 40% XP W/WARN GLS,80686831020,080686831020,SAUZA  EXTRA GOLD TEQ BAR
00087692019992,087692019992,SAMUEL ADAMS KEG HALF BBL SAMUEL ADAMS SEASONAL,11111111111,087692019992,S ADAMS OCTOBERFEST 1/2 BBL
00082100738571,082100738571,ARBOR MIST MANGO STRAWBERRY MOSCATO 6/1.5L,08210073857,082100738571,ARBOR MIST MANGO STRAW MOSCATO
00080480015305,080480015305,BACARDI SUPERIOR WHITE RUM 80 12/1L,80480015305,080480015305,BAC LIGHT RUM BAR
00086003780248,086003780248,R MNDVI PS BRBN CHARDONNAY 750 ML,08600378024,086003780248,MOND CHARD BBN BRL AGE PVT SEL 750ML
10083120101892,083120101895,FRANZIA CABERNET SAUVIGNON 5L BOX,08312010189,083120101895,FRANZIA CABERNET VS     BNB 5L
00867147000405,867147000405,WICKED WEED BREWING NAPOLEON COMPLEX 16OZ,11111111111,867147000405,WICKED WEED APPALACHIA 24/16 CAN
00689352009987,689352009987,KIM CRAWFORD HAWKES BAY ROSE 750ML BOTTLE,68935200998,689352009987,KIM CRAWFORD ROSE NEW ZEALAND
00092000021147,092000021147,LONE STAR 24/7 BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,092000021147,LONESTAR 24/7 2/12/12 CAN
00084279972879,084279972879,LANDSHUT RIESLING 12/750ML,11111111111,084279972879,ALDI LANDSHUT RIESLING 12/750
00071990170523,071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,071990170523,BLUE MOON WHITE 2/15 12OZ CAN
00754527011109,754527011109,NEW BELGIUM VOODOO RANGER ATOMIC PUMPKIN ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,754527011109,NEW BELGIUM ACCUMULATION WHITE IPA 24/12 CAN 4/6
00815829010068,815829010068,CAYMAN JACK MARGARITA 4/6/11.2 OZ BOTTLE,11111111111,815829010068,CAYMAN MARGARITA 4/6 BTL
00813497004310,813497004310,LUC BELAIRE LUXE ROSE FRANCE SPARKLING 6/750ML BOTTLE,81349700431,813497004310,BELAIRE LUC LUXE ROSE 6PK 750M
10080480280021,080480280024,GREY GOOSE VODKA,80480280024,080480280024,GREY GOOSE VODKA
00852039008287,852039008287,TALLGRASS RASPBERRY JAM SOUR,11111111111,852039008287,TALLGRASS RASPBERRY JAM 4/6PK CANS
10083120003592,083120003595,STAVE & STEEL CABERNET 750ML BOTTLE,08312000359,083120003595,STAVE STEEL CAB 750ML
00081434000309,081434000309,BLACK BOX MONTEREY CHARDONNAY TETRA 12/500ML,08143400030,081434000309,BLACK BOX CHAR GO PACK   500ML
00086003253063,086003253063,CHARLES SMITH CAB SV CH SMITH 12/750ML BOTTLE,08600325306,086003253063,CHARLES SMITH CAB CH SMT NWUPC
00086003000087,086003000087,RM WOODBRIDGE CHARDONNAY 750 ML,08600300008,086003000087,WOODBRIDGE CHARD 750ML
00085000006795,085000006795,PETER VELLA CAL CHARDONNAY 5 LTR+,08500000679,085000006795,PETER VELLA CHARDONNAY
00853478001662,853478001662,STASH IPA 6-PACK,11111111111,853478001662,INDEPENDENCE STASH IPA 4/6/12 CAN
00088534001380,088534001380,ST.FRANCIS CABERNET SAUVIGNON SONOMA 750ML BOTTLE,08853400138,088534001380,ST FRANCIS CAB +14 750ML
00085904454401,085904454401,MD 20/20 ORANGE JUBILEE 12/750ML BOTTLE,08590445440,085904454401,MD 20/20 ORANGE JUBILEE 750ML
00853907005070,853907005070,SOL Y LUNA LAGER 6 PACK 12 OZ. CANS,11111111111,853907005070,FC EL GRITO 4/6/12 CAN
00080686744030,080686744030,SLGNC VS 375ML X 12 40% WOB US RF RW,10080686744,080686744030,SALIGNAC COGNAC VS
00086724075005,086724075005,OZEKI JUNMAI SAKE 12/750ML BOTTLE,11111111111,086724075005,OZEKI SAKE JUNMAI
00041755000518,041755000518,LANGERS ORANGE JUICE 100% 12/15.2OZ PET,11111111111,041755000518,LANGERS ORANGE JUICE 12/15.2 PLNNR
00081434000040,081434000040,BLACK BOX MONTEREY CHARDONNAY 6/3L,08143400004,081434000040,BLACK BOX CHARD MONT 6PK 3L
00085000026151,085000026151,NEW AMSTRDM RSP OTHER FL VODK 750 ML,85000026151,085000026151,W AMSTERDAM VODKA RSPBRR 750ML
00865340000468,865340000468,ISLAND COASTAL LAGER - (16OZ) 4 PACK BOX,11111111111,865340000468,ISLAND COASTAL LAGER 24/16 CAN 6/4
00857918007283,857918007283,2020 MIXED 12 PACK 12PK MIX 12OZ CANS,11111111111,857918007283,NEW REALM ROTATING VARIETY PACK 2/12/12Z CN
00081434000224,081434000224,BLACK BOX PINOT GRIGIO 6/3L,08143400022,081434000224,BLACK BOX P GRIGIO 6PK 3L
00034100001599,034100001599,MILWAUKEES BEST BEER 1 CT 40 OZ GLASS BOTTLE 40 OZ,03410000159,034100001599,BEST 12/42 OZ  NR
00630279776322,630279776322,VICTORY SOUR MONKEY SOUR BRETT TRIPEL ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,630279776322,VICTORY SOUR MONKEY 24/12 CAN 4/6
00086003873889,086003873889,RM WOODBRIDGE CHARDONNAY 1.5 LTR,08600387388,086003873889,WOODBRIDGE CHARD 1.5L
00034100008710,034100008710,STEEL RESERVE 211 ALLOY SERIES SPIKED STRAWBERRY BURST MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,11111111111,034100008710,STEEL RESERVE STRAWBURST 12/24OZ CAN
00085200918768,085200918768,SUTTR HM SWT RD RED BLND/MRTG 187 ML,85200100170,085200918768,SUTTER HOME SWT RED
00815829010853,815829010853,CAYMAN JACK MARGARITA 12/19.2 OZ CAN,11111111111,815829010853,CAYMAN JACK MARGARITA 12/19.2
00635985100621,635985100621,MIKES HARD LEMONADE MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,63598510062,635985100621,MIKES LEMONADE 4/6/11.2 LN
00085000024218,085000024218,DARK HORSE CAL ROSE 750 ML,11111111111,085000024218,DARK HORSE ROSE 750
00083120002406,083120002406,FRANZIA PNG/CLM WHT BLND/MRTG 3.0 LTR,08312000240,083120002406,FRANZIA P GRIG COLOMB VINT SEL
10081434000047,081434000040,BLACK BOX CHARDONNAY 6/3L BOX,08143400004,081434000040,BLACK BOX CHARD MONT 6PK 3L
00081308001258,081308001258,CUPCAKE RED VELVET RED BLEND 12/750ML,08130800125,081308001258,CUPCAKE RED VELVET 750ML
00087692000334,087692000334,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD CRISP APPLE,08769200033,087692000334,ANGRY ORCHARD CRISP APPLE 2/12/12 NR
00088232003164,088232003167,VENDANGE CHARDONNAY TETRA 12/500ML,08823200316,088232003167,VENDANGE CHARD TETRA 12PK 500M
00726959907916,726959907916,BOULEVARD UNFILTERED WHEAT BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,726959907916,BLVD UNF WHEAT 2/12/12 CAN 4.4
00080686097600,080686097600,LRX POLBLK BDY 375X24 35% PET RF,80686097600,080686097600,LEROUX POLISH BLKBRY BRANDY
00070491803954,070491803954,FINEST CALL PUREE STRAWBERRY 12/1L PET,70491803954,070491803954,FINEST CALL STRAW PUREE
00080660957159,080660957159,MODELO ESPECIAL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,80660957159,080660957159,MODELO ESP 2/12/12 CAN
00022100050020,022100050020,PABST BLUE RIBBON HARD COFFEE MALT BEVERAGE 4 CT 11 OZ CAN IN BOX 44 OZ,11111111111,022100050020,PABST HARD COFFEE 6/4/11 CAN 5
30085000029047,085000029046,DARK HORSE SPARKLING ROSE BUBBLES 375ML CAN,08500002904,085000029046,DARK HORSE ROSE BUBBLES
00034100001308,034100001308,RED DOG BEER 1 CT 24 OZ CAN 24 OZ,11111111111,034100001308,RED DOG 12/24OZ CAN
00819942001262,819942001262,DOUBLE CAN-O-BLISS CITRA 6 PACK CARTON,11111111111,819942001262,OB DOUBLE CAN OBLISS 4/6/12 CN
00068213001191,068213001191,MOLSON XXX BEER 1 CT 24 OZ CAN 24 OZ,11111111111,068213001191,MOLSON-XXX 12/24 CAN
00865340000413,865340000413,ISLAND COASTAL LAGER - (12OZ) 6 PACK BOX,11111111111,865340000413,ISLAND COASTAL LAGER 24/12 CAN 4/6
00635985260448,635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,11111111111,635985260448,WHITE CLAW GRAPEFRUIT 19.2OZ CAN REPEAL
00033544950272,033544950272,MODELO ESPECIAL BEER 18 CT 12 OZ GLASS BOTTLE IN BOX 216 OZ,11111111111,033544950272,MODELO ESPECIAL 18/12 BTL
00084279992402,084279992402,BELLA BOLLE MOSCATO D'ASTI 1.5L BOTTLE,08427999240,084279992402,BELLA BOLLE MOSC D ASTI 1.5L
00082734001010,082734001010,CONCHA Y TORO FRONTERA CENTRAL VALLEY CHILE CABERNET-MERLOT 6/1.5L,08273400101,082734001010,FRONTERA CAB/MERLOT CLUB 1.5L
00085725122084,085725122084,AYINGER URWEISSE BEER 1 CT 17 OZ GLASS BOTTLE 16.9 OZ,41041700331,085725122084,AYINGER UR-WEISSE 20/16.9 NR - BOARDWALK BRANDS
00088067093050,088067093050,GRAIN BELT PREMIUM LIGHT BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,088067093050,GRAIN BELT PREMIUM LIGHT 2/12/12 CAN
00034100087166,034100087166,REDDS APPLE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,03410008716,034100087166,REDDS AP 4/6PK 12 OZ NR
