GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
00070897183315,070897183315,FOSTERS SPECIAL BITTER ALE BEER 1 CT 25 OZ CAN 25.4 OZ,07089718331,070897183315,FOSTERS PREMIUM 1/12/24.5 CN
00081308000435,081308000435,CUPCAKE SAUV BLANC 12/750ML,81308000435,081308000435,CUPCAKE SAUV BLANC
00183103000013,183103000013,DR. L RIESLING,18310300001,183103000013,DR L RIESLING
00819942001828,819942001828,CAN-O-BLISS RESINOUS 6-PACK CARTON,11111111111,819942001828,OSKAR BLUES CAN O BLISS RESINOUS 6 PK CAN
00099988071102,099988071102,MENAGE A TROIS CHARDONNAY 750 ML,09998807110,099988071102,MENAGE A TROIS CHARD 750ML
00726959902515,726959902515,BOULEVARD SAMPLER BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,726959902515,BLVD SAMPLER 12PK BTL
00084704091328,084704091328,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 12/750ML,08470409132,084704091328,KORBEL BRUT 750ML
00082242013314,082242013314,BOTA BOX MINI PINOT GRIGIO TETRA 12/500ML,08224201331,082242013314,BOTA BOX P GRIGIO TETRA 12PK 500ML
00081434000033,081434000033,BLACK BOX CABERNET SAUVIGNON 6/3L,81434000033,081434000033,BLACK BOX CAB TRAY 6PK 3L
00034100577070,034100577070,MILLER LITE BEER 15 CT 16 OZ ALUMINUM BOTTL IN BX 240 OZ,03410057707,034100577070,LITE ALUM 15PK 16 OZ
00723830001787,723830001787,LAGUNITAS SUPER CLUSTER ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,723830001787,LAGUNITAS SUPER CLUSTER 4/6/12 CAN
00071990320003,071990320003,COORS LIGHT 4/6/16OZ CAN,11111111111,071990320003,CR LT 16OZ CAN REPEAL
10016236000025,016236000028,CHALK HILL SON SS CHARD SONOMA COAST 750ML BOTTLE,01623600002,016236000028,CHALK HILL CHARD SONMA CST +14 750ML
10082242013748,082242013741,BOTA NIGHTHAWK RED 3LT BOX,08224201374,082242013741,BOTA BOX RED NIGHTHAWK BLK 3PK 3L
00080432400708,080432400708,GLENLIVET SINGLE MALT SCOTCH 12YR 80 1L,80432400708,080432400708,GLENLIVET SGL MALT SCOTCH 80
00086003000421,086003000421,R MNDVI PVT SEL CABERNET SAUV 750 ML,86003000421,086003000421,ROB MOND PSEL MERLOT
00084692400249,084692400249,LOUIS JADOT BEAUJOLAIS GAMAY 12/750ML BOTTLE,08469240024,084692400249,JADOT BEAUJOLAIS 750ML
00865776000070,865776000070,ELOUAN PINOT NOIR 750ML,86577600007,865776000070,ELOUAN P NOIR 750ML
00851897004110,851897004110,TWO PITCHERS BREWING COMPANY NORDIC JAM (6PK/12OZ CANS),11111111111,851897004110,TWO PITCHERS NORDIC JAM LAGER W NORDIC FRUIT 4/6 12OZ CANS
00810631030310,810631030310,ZOLTAN SESSION IPA 6-PACK 12OZ CAN,81063103031,810631030310,EXILE ZOLTAN 4/6PK CAN
00087356421123,087356421123,CLOS DU BOIS CDB MERLOT 750 ML,08735642112,087356421123,CLOS DU BOIS MERLOT 750ML
00087692019992,087692019992,SAMUEL ADAMS KEG HALF BBL SAMUEL ADAMS SEASONAL,87692019992,087692019992,SAM ADAMS WINTER 1/2 BBL
00070310016473,070310016473,SEAGRAMS ESCAPES ITALIAN ICE VARIETY PACK MALT BEVERAGE 12 CT 11 OZ LONG NECK BOTTLE IN BOX 134.4 OZ,11111111111,070310016473,SEA ALOHA ICE VARIETY 12PK BTL
00034100003555,034100003555,MILLER LITE BEER 1 CT 24 OZ CAN 24 OZ,03410000355,034100003555,LITE12/ 24OZ CAN
00085000019757,085000019757,SPRING CREEK CHARDONNAY 750ML BOTTLE,11111111111,085000019757,SPRING CREEK CHARD 750
00856845002071,856845002071,CATAWBA VALLEY BREWING CO. IPA CAN 12 OZ,11111111111,856845002071,CATAWBA HOPNESS HAZE IPA 4/6/12Z CN
00087512073395,087512073395,RODNEY STRONG MERLOT SONOMA 16 750ML BOTTLE,08751207339,087512073395,R STRONG MERLOT SONOMA +14 750
00086003261006,086003261006,7 MOONS RED CAL RED BLND/MRTG 750 ML,08600326100,086003261006,7 MOONS RED BLEND       6PK WM
00899539000564,899539000564,TERRAPIN BEER HOPSECUTIONER IPA 4/6PK CAN 120Z,11111111111,899539000564,TERRAPIN HOPSECUTIONER 4/6 CAN 24/12
00853340008218,853340008218,WICKED WEED BREWING APPALACHIA 12PK CARRIER,11111111111,853340008218,WICKED WEED APPALACHIA SESSION IPA 12PK CAN
00897853002943,897853002943,MADURO 6 PACK BOX,11111111111,897853002943,CIG MADURO 4/6-12 CAN
00088004144036,088004144036,DR MCGILLICUDDY'S MENTHOLMINT SCHNAPPS 12/1L BOTTLE,88004144036,088004144036,DR MCGIL MENTHE SCHN BAR
10018341751267,018341751260,BAREFOOT BUBBLY BRUT 750ML BOTTLE,11111111111,018341751260,BAREFOOT BUBBLY BRUT CUVEE 750
00049331003120,049331003120,LA CREMA PINOT GRISIO MONTEREY 750ML BOTTLE,04933100312,049331003120,LA CREMA P GRIS MONTEREY 750ML
00083120103196,083120103196,FRANZIA BOX WHT ZINFANDEL 5 LTR+,08312010319,083120103196,FRANZIA WH ZIN 5L
00086003253025,086003253025,CHARLES SMITH THE VELVET DEVIL MERLOT 12/750 ML SCREWCAP,08600325302,086003253025,CHARLES SMITH MERLOT VEL NWUPC 750ML
00856845002064,856845002064,CATAWBA VALLEY BREWING CO. FARMER TED'S CREAM ALE CAN 12 OZ,11111111111,856845002064,CATAWBA FARMER TED CREAM ALE 4/6/12CN
00089924498636,089924498636,YUENGLING TRADITIONAL LAGER BEER 1 CT 992 OZ KEG 992 OZ,11111111111,089924498636,YUENGLING LAGER 1/4 KEG
00080686929468,080686929468,PINNACLE VDK FRENCH ORG 200X48 40% PET,80686929468,080686929468,PINNACLE VODKA 80
10850832004267,850832004260,BREAD & BUTTER CHARDONNAY 750ML,85083200426,850832004260,BREAD & BUTTER CHARD 750ML
00085000026328,085000026328,C ROSSI SANGRIA TABLE OTHER 1.5 LTR,08500007130,085000026328,CARLO ROSSI SANGRIA BORD 6/1.5LT
00087692300502,087692300502,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL,08769230050,087692300502,SAM A WINTER 4/6/12OZ BTL
00085000011281,085000011287,LIBERTY CREEK MERLOT 6/1.5L,11111111111,085000011287,LIBERTY CREEK MERLOT 1.5
00022100112193,022100112193,PABST BLUE RIBBON BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,022100112193,PABST BLUE RIBBON 30PK CANS 30/12 OZ
00635985200321,635985200321,MIKES HARDER ORANGE MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,635985200321,MIKES HARDER WATERMELON 12/23.5 CAN
00085000024966,085000024966,WINKING OWL WHITE BLEND 4/3.0L,85000024966,085000024966,W WINKING OWL WHITE BLEN 3LT
00083120100690,083120100690,FRANZIA CHLLABL RED GENRC OTH 5 LTR+,08312010069,083120100690,FRANZIA CHILL RED 5L
00086003018082,086003018082,MARK WEST BLACK PINOT NOIR 750 ML,08600301808,086003018082,MARK WEST P NOIR BLACK 750ML
00034100516741,034100516741,REDDS VARIETY PACK BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,034100516741,REDDS VARIETY PACK 2/15/12 OZ CN
30085000023489,085000023488,APOTHIC CA CRUSH 750ML BOTTLE,11111111111,085000023488,APOTHIC CRUSH 750
00082000766001,082000766001,SMIRNOFF ICE PEACH BELLINI MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,08200766018,082000766001,SMIRNOFF ICE PCH BELLINI
00635985100331,635985100331,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 12 CT 12 OZ CAN 144 OZ,11111111111,635985100331,WHITE CLAW MANGO 2/12 CAN
00087692000174,087692000174,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD VARIETY PACK VP,08769200017,087692000174,ANG VAR 2/12 12 OZ NR
00085000029909,085000029909,BAREFOOT FR STW FRUIT OTHER 1.5 LTR,11111111111,085000029909,BAREFOOT STRAWBERRY MOSCATO 1.5L
00851857006055,851857006055,TRIPLE C BREWING COMPANY BABY MAKER DOUBLE IPA 16OZ CAN,11111111111,851857006055,TRIPLE C BABY MAKER DOUBLE IPA 6/4 16OZ CANS
00081308364971,081308364971,FISH EYE PINOT GRIGIO 12/750ML,08130836497,081308364971,FISH EYE P GRIGIO 750ML
00083804043152,083804043152,COOK'S BRUT CALIFORNIA CHAMPAGNE 1.5L,08380404315,083804043152,COOKS BRUT TRAY PK CLUB 1.5L
00022100050020,022100050020,PABST BLUE RIBBON HARD COFFEE MALT BEVERAGE 4 CT 11 OZ CAN IN BOX 44 OZ,11111111111,022100050020,PABST HD COFFEE 11OZ 6/4 CAN
00034100313449,034100313449,MILWAUKEES BEST PREMIUM BEER 15 CT 12 OZ CAN IN BOX 180 OZ,34100313449,034100313449,BEST 2/15 12 OZ CAN
00082000192985,082000192985,CUERVO ESPECIAL IM TEQ GOLD 1.75 LTR,08200019285,082000192985,JC ESP GOLD TEQ
00011034503818,011034503818,MARTINI & ROSSI ASTI SPUMANTE 6/4/187ML BOTTLE,11034024177,011034503818,M&R ASTI
00085000013328,085000013328,MATTHEW FOX CAL CHARDONNAY 750 ML,11111111111,085000013328,MATTHEW FOX CHARD 750
00754527010782,754527010782,NEW BELGIUM VOODOO RANGER AMERICAN HAZE IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,754527010782,NB VOODOO AMERICAN HAZE 6PK CAN
00642860150244,642860150244,FOUNDERS ALL DAY IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,642860150244,FOUNDERS ALL DAY IPA 4/6 12 OZ CAN
00018341751017,018341751017,BAREFOOT CALIF CABERNET SAUV 750 ML,11111111111,018341751017,BAREFOOT CAB SAUV 750
00099988071140,099988071140,MENAGE A TRS NC CABERNET SAUV 750 ML,99988371141,099988071140,MENAGE A TROIS CAB SAUV
00080432500149,080432500149,JAMESON IRISH WHISKEY 80 24/375ML,80432500149,080432500149,JAMESON IRISH WSKY
00070310014837,070310014837,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,070310014837,SEA SPIKED JAMAICA 23.5 OZ
00082000786016,082000786016,SMIRNOFF SOURCED PINEAPPLE COCONUT MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,82000786016,082000786016,SMIR PNCOC 4/6 11.2 OZN
00018341751062,018341751062,BAREFOOT CAL WHT ZINFANDEL 750 ML,11111111111,018341751062,BAREFOOT WHITE ZIN 750
00815829011584,815829011584,CAYMAN JACK CUBAN MOJITO 4/6/11.2 OZ BOTTLE,11111111111,815829011584,CAYMAN CUBAN MOJITO 4/6 BTL
00856036001067,856036001067,UNDERWOOD PINOT GRIS 375ML,85603600106,856036001067,UNDERWOOD P GRIS OREGON GROWN 375ML
00086003253001,086003253001,CHARLES SMITH WINES KUNG FU GIRL RIESLING 12/750ML BOTTLE,08600325300,086003253001,CHARLES SMITH RIES KG FU NWUPC
00074806186909,074806186909,DAILYS READY TO DRINK FROZEN 24/10OZ POUCH,07480618690,074806186909,DAILYS RTD POUCH FROSE 24PK
00085000023488,085000023488,APOTHIC CRUSH RED BLND/MRTG 750 ML,85000023488,085000023488,W APOTHIC CRUSH 750ML
00859794004707,859794004707,REVOLVER BREWING BLOOD AND HONEY 6PK CANS,11111111111,859794004707,REVOLVER BLOOD & HONEY 4/6/12 CAN
00082100739103,082100739103,ARBOR MIST PEACH MOSCATO 6/1.5L,08210073910,082100739103,ARBOR MIST PEACH MOSCATO 1.5L
00085200000982,085200000982,SUTTER HM WHITE WHT ZINFANDEL 187 ML,85200000980,085200000982,SUTTER PINK MOSCATO 1.5L
00737530126015,737530126015,SCHLAFLY WHITE LAGER BEER 12 CT 16 OZ CAN IN BOX 192 OZ,73753024029,737530126015,SCHLFY SUMMER LAG2/12/16
00082242010450,082242010450,BOTA BOX CABERNET SAUVIGNON 3/3L,08224201045,082242010450,BOTA BOX CAB 3PK 3L
00044956001018,044956001018,ZD WINES CHARDONNAY 750ML,11111111111,044956001018,ZD CHARD
00076737340955,076737340955,EVERFRESH ISLAND PUNCH 12/24OZ BOTTLE,11111111111,076737340955,EVERFRESH ISLAND PUNCH_2 12/24 Z
00859086004019,859086004019,BED OF NAILS BROWN ALE 12 OUNCE BOTTLE HI-WIRE,11111111111,859086004019,HI-WIRE BED OF NAILS 24/12 CAN 4/6
00089744765949,089744765949,RIUNITE EMILIA-ROMAGNA RED SANGRIA 6/1.5L BOTTLE,08974476594,089744765949,RIUNITE SANGRIA NUPC 1.5L
00613008752200,613008752200,ARNOLD PALMER SPIKED HALF & HALF 2/12/12OZ CANS,11111111111,613008752200,ARNOLD PALMER SPIKED HALF & HALF 2/12/12Z CN
00018200284434,018200284434,NATURAL ICE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,018200284434,NATURAL ICE 2/15 CAN
00099988071096,099988071096,MENAGE A TROIS RED BLND/MRTG 750 ML,09998807109,099988071096,MENAGE A TROIS RED 750ML
00082242013925,082242013925,Z. ALEXANDER BROWN CABERNET SAUVIGNON 12/750ML,08224201392,082242013925,Z ALEX BROWN CAB UNCAGED +14 7
00856845002576,856845002576,PALMETTO BREWING COMPANY ESPRESSO PORTER 12 OUNCE,11111111111,856845002576,PALMETTO PORTER 4/6/12 CAN
00083120003823,083120003823,FRANZIA  PINOT NOIR/CARMENERE RED WINE 5L BOX,08312000382,083120003823,FRANZIA P NOIR CARM VINT SEL 5L
00016571911256,016571911256,SPARKLING ICE LEMON LIME 12/17OZ PLASTIC BOTTLES,11111111111,016571911256,S ICE LEMON LIME
00082100738769,082100738762,ARBOR MIST RASPBERRY PINK MOSCATO 6/1.5L,08210073876,082100738762,ARBOR MIST RASPBERRY MOSCATO 1
10082100738769,082100738762,ARBOR MIST RASPBERRY PINK MOSCATO 6/1.5L BOTTLE,08210073876,082100738762,ARBOR MIST RASPBERRY MOSCATO 1
00089744765673,089744765673,RIUNITE EMILIA IGT TREBBIANO MOSCATO 6/1.5L BOTTLE,08974476567,089744765673,RIUNITE TREB/MOSCATO NUPC 1.5L
00083120101895,083120101895,FRANZIA BOX CABERNET SAUV 5 LTR+,08312010069,083120101895,FRANZIA CHILL RED 5L
00084279000879,084279000879,LA MONEDA CENTRAL VALLEY CHILE RESERVA MALBEC 6/750ML BOTTLE,08427900087,084279000879,LA MONEDA MALBEC 6PK 750ML
00895902001565,895902001565,PLUSH CRUSH 6 PACKS CANS,11111111111,895902001565,ASY PLUSH CRUSH 4/6 CAN--SESSION NEW ENGLAND IPA
00853602006877,853602006877,SOUTHERN BARREL BEACH BULLY AMERICAN PALE ALE 6 PACK 12OZ CAN,11111111111,853602006877,SOUTHERN BARREL BEACH BULLY 24/12 CAN 4/6
00082242162432,082242162432,BLACK STALLION CABERNET SAUVIGNON 12/750ML BOTTLE,08224216243,082242162432,BLACK STALLION CAB +14 750ML
10088232003188,088232003181,VENDANGE  PINOT GRIGIO TETRA 12/500ML,08823200318,088232003181,VENDANGE PINOT GRIGIO TETRA 500ML
00082000789673,082000789673,SMIRNOFF SPIKED SPARKLING SELTZER RASPBERRY ROSE MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,82000789673,082000789673,SMIR SLZPPR 2/12 12 OZC
00740522100238,740522100238,BELLS AMBER ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,74052210027,740522100238,BELL'S AMBER ALE 4/6NR
00082242012935,082242012935,BOTA BOX SAUVIGNON BLANC 3/3L,08224201293,082242012935,BOTA BOX SAUV BL 3PK 3L
00852832000174,852832000174,MUMM NAPA ESTATES MCN BLANC DE NOIR 750 ML,85283200017,852832000174,MUMM NAPA BRUT ROSE NV 750ML
00085000023860,085000023860,BRIDGE ROAD SAUVIGNON BLANC 6/1.5L,85000023860,085000023860,W BRIDGERD SAUV BLANC 1.5TL
00085000022108,085000022108,BAREFT BB PK MS SPARKLING OTH 187 ML,85000022108,085000022108,W BAREFOOT BUBBLY PKMOSC 187ML
00078250003829,078250003829,STEEL RESERVE 211 HIGH GRAVITY LAGER BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,078250003829,STEEL RESERVE 2/12 CAN
00088067081002,088067081002,GRAIN BELT PREMIUM BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,088067081002,GRAIN BELT 4/6 BTL
00085200118830,085200118830,STTR HM PNK MSC ROSE 187 ML,08520011883,085200118830,SUTTER PINK MOSCATO 6/4PK 187ML
00072890006219,072890006219,HEINEKEN 0.0 BEER 6 CT 11 OZ LONG NECK BOTTLE CARTON 67.2 OZ,11111111111,072890006219,HEINEKEN 0.0 6PK BTL
00082734001096,082734001096,CONCHA Y TORO CASILLERO DEL DIABLO CENTRAL VALLEY CHILE CABERNET SAUVIGNON 12/750ML,08273400109,082734001096,CASILLERO CAB 750ML
00080686320012,080686320012,DEK CREME CACAO DARK 1000X12 24% RF 2B,80686320012,080686320012,DEK CREME DE COCOA DARK
00631234400047,631234400047,SWEETWATER 420 STRAIN STASH BOX HYBRID VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,631234400047,SWEETWATER 420 STASH BOX 2/12/12 CN
00857927004143,857927004143,PATON-CLEMENTE LA MANCHA CRIANZA TEMPRANILLO 12/750ML BOTTLE,11111111111,857927004143,PATON-CLEMENTE TEMPRANILLO CRIANZA 12/750
00072890004789,072890004789,HEINEKEN BEER 1 CT 22 OZ LONG NECK BOTTLE 22 OZ,11111111111,072890004789,HEINEKEN 12/22 BTL
00085000016145,085000016145,GASCON MALBEC ARGT MALBEC 750 ML,11111111111,085000016145,DON MIG GASCON MALBEC 750
00726959902003,726959902003,BOULEVARD SINGLE WIDE IPA BEER 6 CT 12 OZ LONG NECK BTL IN BOX 72 OZ,11111111111,726959902003,BLVD IPA 6PK BTL
00813473020044,813473020044,JEKYLL BREWING COOTER BROWN SIX PACK,11111111111,813473020044,JEKYLL COOTER BROWN 24/12 CAN 4/6
00859086004569,859086004569,HI WIRE HI-PITCH MOSAIC IPA 4/6/16OZ CAN,11111111111,859086004569,HI-WIRE HI-PITCH IPA 24/16 CAN 4/6
00080686835011,080686835011,SZA HRN REPO 1000X12 40%W/HSHTG 6/12 RF,82422377953,080686835011,HORNITOS REP TEQ BAR
00071990320003,071990320003,COORS LIGHT 4/6/16OZ CAN,11111111111,071990320003,COORS LIGHT 4/6 16OZ CAN
00083820181166,083820181166,GUINNESS FOREIGN EXTRA STOUT BEER 4 CT 11 OZ LONG NECK BTL CRTN 44.8 OZ,07336098245,00083820181166,GUINNESS FOREIGN 4PKBTL
00898999010007,898999010007,VITA COCO PURE COCONUT WATER 12/500ML TETRA,89899901000,00898999010007,V-C COCONUT 12/500ML TETRA
00085000425701,085000425701,BAREFOOT BUBBLY MOSCATO SPUMANTE 6/4/187ML BOTTLE,08500042570,085000425701,BAREFOOT BUBBLY MOSCATO SP 187
00720815110632,720815110632,BISOL JEIO PROSECCO BRUT GLERA 12/750ML BOTTLE,11111111111,720815110632,JEIO PROSECCO DOC
00086003249004,086003249004,RAVAGE CAL CABERNET SAUV 750 ML,08600324900,086003249004,RAVAGE CAB 6PK 750ML
00034100516093,034100516093,LEINENKUGELS SHANDY SEASONAL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,03410051609,00034100516093,LN CRAN SHANDY 2/12/12C
00099988071430,099988071430,MENAGE A TRS LV MERLOT 750 ML,09998807143,099988071430,MENAGE A TROIS LAVISH MERLOT 750ML
00084279977638,084279977638,RISATA MOSCATO D'ASTI DOCG MOSCATO 6/750ML TRAY,08427997763,084279977638,RISATA MOSCATO D'ASTI 6PK 750M
00635985260875,635985260875,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,635985260875,WHITE CLAW MANGO 4/6 CAN
10082242012369,082242012362,BOTA PINOT NOIR 3LT BOX,08224201236,082242012362,BOTA BOX P NOIR 3PK 3L
00089826900336,089826900336,TECATE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,089826900336,TECATE 2/12/12 CAN
00085200000548,085200000548,SUTTER HOME MERLOT 1.5 LTR,08520000054,085200000548,SUTTER MERLOT 1.5L
00034100006129,034100006129,OLDE ENGLISH 800 MALT LIQUOR BEER 1 CT 24 OZ CAN 24 OZ,11111111111,034100006129,OLD ENGLISH 800 12/24 CAN
00072890006479,072890006479,HEINEKEN PREMIUM LIGHT LAGER BEER 15 CT 12 OZ CAN IN BOX 180 OZ,72890006479,072890006479,HEINEKEN 2/15 BONUS 0.0 +15/12OZ CAN
00085000017730,085000017739,LA MARCA PROSECCO 12/750ML,85000017739,085000017739,W LAMARCA PROSECCO 750ML
00071990300784,071990300784,COORS LIGHT BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,11111111111,071990300784,COORS LIGHT 18 PACK BTL
00769611500384,769611500384,SONOMA CUTRER RUSSIAN RIVER VALLEY PINOT NOIR 6/750ML BOTTLE,76961150038,769611500384,SONOMA CUTRER P NOIR RR 6P +14
00092000020003,092000020003,SMALL TOWN NOT YOUR FATHERS ROOT BEER ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,092000020003,NYFRB 6 PK BTL
00087356510445,087356510445,CLOS DU BOIS CDB PINOT GRIGIO 750 ML,08735651044,087356510445,CLOS DU BOIS P GRIGIO 750ML
00018341751055,018341751055,BAREFOOT CAL CHARDONNAY 750 ML,11111111111,018341751055,BAREFOOT CHARD 750
00083120000655,083120000655,FRANZIA CABERNET SAUV 3.0 LTR,08312000065,083120000655,FRANZIA CAB 6PK 3L
00088004144678,088004144678,FIREBALL CANADIAN CINNAMON FLAVORED WHISKEY 12/1L BOTTLE,88004144678,088004144678,FIREBALL CINN WSKY BAR
00078000012194,078000012194,7UP SODA 4/6/500 ML PLASTIC BOTTLES,07800001219,00078000012194,7UP 4/6 .5 LTR
00028000276393,028000276393,NESTLE PROTEIN PLUS CHOCOLATE DRINK 12/14OZ PET,02800080116,028000276393,NESQUIK PROTEIN CHOCOLAT 14 OZ
00853340008188,853340008188,WICKED WEED BREWING PERNICIOUS 6PK CARRIER,11111111111,853340008188,WICKED WEED PERNICIOUS IPA 6PK CAN
00739958974001,739958974001,FRANCIS FORD COPPOLA DIAMOND COLLECTION CALIFORNIA BLACK LABEL CLARET 12/750ML,73995897400,739958974001,COPPOLA CLARET DIAMOND +14 750
00083085300388,083085300388,ESTANCIA ESSENTIAL PINOT GRIGIO 12/750ML BOTTLE,08308530038,083085300388,ESTANCIA P GRIGIO 750ML
00086003863866,086003863866,RM WOODBRDGE SV SAV BL/FME BL 1.5 LTR,08600386386,086003863866,WOODBRIDGE SAUV BLANC TRAY PK 1.5L
00088586401848,088586401848,COLUMBIA CREST GRAND ESTATES CABERNET SAUVIGNON 12/750ML,08858640184,088586401848,COL CREST CAB GR EST NL 750ML
00853336005016,853336005016,SOCIAL ENJOYMENTS HIBISCUS CUCUMBER - 4 PACK,85333600501,853336005016,SOCIAL SPRKL HIBISC CUCMBR 6/4
00081434031174,081434031174,REX GOLIATH CABERNET SAUVIGNON 750ML BOTTLE,08143403117,081434031174,REX GOLIATH CAB NL 750ML
00603675101616,603675101616,ALLAGASH WHITE BELGIAN STYLE WHEAT BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,603675101616,ALLAGASH WHITE 2/12 12OZ CANS
40083804047158,083804047150,COOKS GRAND RESERVE 12/750ML BOTTLE,08380404715,083804047150,COOKS CHAMP GRND RSV 750ML
00898756001644,898756001644,LINE 39 CALIFORNIA CHARDONNAY,89875600164,898756001644,LINE 39 CHARD 12PK +14 375ML
00080120115037,080120115037,ALMADEN HERITAGE MERLOT 4/5L BOX,08012011503,080120115037,ALMADEN HER MERLOT      BNB 5L
10086785110735,086785110738,ROSCATO ROSSO DOLCE 750ML BOTTLE,08678511073,086785110738,ROSCATO ROSSO DOLCE SWT RED SC 750ML
00085000016675,085000016671,BAREFOOT MOSCATO 6/1.5L,11111111111,085000016671,BAREFOOT MOSCATO 1.5
00857387003649,857387003649,FULLSTEAM BREWERY SEASONAL TIER ONE 12 OZ CAN,11111111111,857387003649,FULLSTEAM COFFEE IS FOR CLOSERS PORTER 4/6 12OZ CANS
00857890005017,857890005017,SOUTHERN PINES BREWING COMPANY TEXAS RIG 16 FL OZ CAN,11111111111,857890005017,SPBC TEXAS RIG IMP IPA 6/4 16OZ CANS
00083120001874,083120001874,OAK LEAF CAL CABERNET SAUV 750 ML,83120001829,083120001874,OAK LEAF CAB SAUV
00853006005483,853006005483,GRAYTON BEER 30A BEACH BLONDE ALE 6 PACK CARRIER,11111111111,853006005483,GRAYTON 30A BEACH BLONDE 4/6 CAN
00052300004400,052300004400,OLD MILWAUKEE BEER 18 CT 12 OZ CAN IN BOX 216 OZ,11111111111,052300004400,OLD MIL 18 PACK CANS
00082000725695,082000725695,SMIRNOFF ICE MALT BEVERAGE 1 CT 24 OZ GLASS BOTTLE 24 OZ,08200072569,082000725695,SMIR ICE 12/24 OZ  NR
00085000003015,085000003015,PETER VELLA MERLOT 5 LTR+,08500000301,085000003015,PETER VELLA MERLOT
00085000026090,085000026090,BAREFOOT TAP CA CHARDONNAY 3.0 LTR,11111111111,085000026090,BAREFOOT CHARD 6/3L BIB
10082100179067,082100179060,ARBOR MIST EXOTIC FRUIT WHITE ZINFANDEL 6/1.5L BOTTLE,08210017906,082100179060,ARBOR MIST EX FRT WH ZIN 1.5L
00085000011304,085000011300,LIBERTY CREEK CHARDONNAY 6/1.5L,11111111111,085000011300,LIBERTY CREEK CHARD 1.5
20086003279005,086003279001,CRAFTERS UNION PINOT GRIGIO 12/375ML CAN,08600327900,086003279001,CRAFTERS UNION P GRIGIO CAN 37
00096749701759,096749701759,MELLOW CORN KY STRG BTLD IN BND FNST 750 ML,96749701759,096749701759,MELLOW CORN 100
00034100033415,034100033415,MILLER HIGH LIFE LIGHT BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,034100033415,HIGH LIFE LIGHT 30 PACK CAN
00087356510131,087356510131,CLOS DU BOIS CDB CHARDONNAY 6 1.5L,08735651013,087356510131,CLOS DU BOIS CHARD 1.5L
00642860200451,642860200451,FOUNDERS BLUSHING MONK BELGIAN STYLE ALE BEER 4 CT 12 OZ LONG NECK BOTTLE CARTON 48 OZ,11111111111,642860200451,FOUNDERS BLUSHING MONK 6/4 12 OZ
00635985245834,635985245834,MIKES HARDER LEMONADE MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,635985245834,MIKES HARDER LEMON 23.5OZ
00081308004167,081308004167,CUPCAKE MOSCATO D'ASTI  24/187ML BOTTLE,08130800416,081308004167,CUPCAKE MOSCATO 24PK 187ML
00034100003425,034100003425,REDDS WICKED APPLE ALE BEER 12 CT 10 OZ CAN IN BOX 120 OZ,03410000342,034100003425,REDD'S WICKED 2/12 10 OZ
00071990480493,071990480493,KEYSTONE LIGHT KEYLIGHTFUL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990480493,KEYLIGHTFUL RASP/LIME 2/12/12 CAN
00720815930339,720815930339,CORRALEJO ANEJO TEQUILA 6/750ML BOTTLE,72081593033,720815930339,CORRALEJO ANEJO TEQ
